nama,berat,url,negara,noc,cabor,negl,kotal,tinggi,tgll,status
ENKH-OYUN SARANTUYA,58kg,https://id.asiangames2018.id/athletes/athlete/SARANTUYA-Enkh-Oyun-3028976/,Mongolia,MGL,Panjat Tebing,Mongolia,,165CM,08/25/2001,
KIRILL SARASOV,81kg,https://id.asiangames2018.id/athletes/athlete/SARASOV-Kirill-3007359/,Kyrgyzstan,KGZ,Atletik,Kyrgyzstan,BISHKEK,198CM,06/12/1998,
SHAALINI SARAVANAN,51kg,https://id.asiangames2018.id/athletes/athlete/SARAVANAN-Shaalini-3021063/,India,IND,Voli Pantai,India,TAMIL NADU,171CM,07/19/2000,
KYLYCHBEK SARBAGHYSHEV,77kg,https://id.asiangames2018.id/athletes/athlete/SARBAGHYSHEV-Kylychbek-3009647/,Kyrgyzstan,KGZ,Bola Voli,Kyrgyzstan,KARA KOL,188CM,05/30/1978,
DHRUV SARDA,73kg,https://id.asiangames2018.id/athletes/athlete/SARDA-Dhruv-3005940/,India,IND,Boling,India,NEW DELHI,168CM,03/02/1988,
ADIL SARDAR,78kg,https://id.asiangames2018.id/athletes/athlete/SARDAR-Adil-3007371/,Pakistan,PAK,Bisbol ,Pakistan,LAHORE,178CM,02/01/1992,
 SARDAR SINGH,83kg,https://id.asiangames2018.id/athletes/athlete/SARDAR-SINGH-3000457/,India,IND,Hoki,India,"SANT NAGAR, HARYANA",176CM,07/15/1986,
Eildiiar Sardarbekov,64kg,https://id.asiangames2018.id/athletes/athlete/SARDARBEKOV-Eildiiar-3023273/,Kyrgyzstan,KGZ,Sepak Bola,NA,,171CM,04/05/1995,
Jesella Arifya Sari,-,https://id.asiangames2018.id/athletes/athlete/SARI-Jesella-Arifya-3028592/,Indonesia,INA,Sepak Bola,NA,,-,03/06/2002,
NOVIANA PUSPITA SARI,55kg,https://id.asiangames2018.id/athletes/athlete/SARI-Noviana-Puspita-3018638/,Indonesia,INA,Layar,Indonesia,,160CM,11/09/1986,
SRI MAYA SARI,54kg,https://id.asiangames2018.id/athletes/athlete/SARI-Sri-Maya-3023810/,Indonesia,INA,Atletik,Indonesia,,155CM,04/24/1994,
Danijel Saric,80kg,https://id.asiangames2018.id/athletes/athlete/SARIC-Danijel-3003036/,Qatar,QAT,Bola Tangan,NA,,170CM,06/27/1977,
Upiet Sarimanah,51kg,https://id.asiangames2018.id/athletes/athlete/SARIMANAH-Upiet-3020707/,Indonesia,INA,Polo Air,NA,,156CM,10/09/1997,
MOHAMMAD ROMAN SARKAR,64kg,https://id.asiangames2018.id/athletes/athlete/SARKAR-Mohammad-Roman-3011150/,Bangladesh,BAN,Hoki,Bangladesh,NARAYANGANJ,165CM,01/01/1998,
SHIBHNATH SARKAR,-,https://id.asiangames2018.id/athletes/athlete/SARKAR-Shibhnath-3030152/,India,IND,Bridge,India,,-,01/21/1962,
BAURZHAN SARKYTBAYEV,65kg,https://id.asiangames2018.id/athletes/athlete/SARKYTBAYEV-Baurzhan-3017419/,Kazakhstan,KAZ,Golf,Kazakhstan,,178CM,09/01/1979,
Nelson Sarmento Viegas,70kg,https://id.asiangames2018.id/athletes/athlete/SARMENTO-VIEGAS-Nelson-3018538/,Timor Leste,TLS,Sepak Bola,NA,,172CM,12/24/1999,
SARMUNAH SARMUNAH,68kg,https://id.asiangames2018.id/athletes/athlete/SARMUNAH-Sarmunah-3020815/,Indonesia,INA,Menembak,Indonesia,,160CM,05/28/1968,
ANUJ DATTAGURU SARNAIK,74kg,https://id.asiangames2018.id/athletes/athlete/SARNAIK-Anuj-Dattaguru-3003903/,India,IND,Pencak Silat,India,"NAGOTHANE, MAHARASHTRA",171CM,10/29/1997,
RAHI JEEVAN SARNOBAT,75kg,https://id.asiangames2018.id/athletes/athlete/SARNOBAT-Rahi-Jeevan-3008565/,India,IND,Menembak,India,KOLHAPUR,161CM,10/30/1990,
 SARVJEET KAUR,68kg,https://id.asiangames2018.id/athletes/athlete/SARVJEET-KAUR-3021722/,India,IND,Sambo,India,BIRUWALA GHUDA,167CM,05/19/1990,
AZEEM SARWAR,64kg,https://id.asiangames2018.id/athletes/athlete/SARWAR-Azeem-3002087/,Pakistan,PAK,Bulutangkis,Pakistan,HAFIZABAD,175CM,03/04/1991,
MANSOUR SARWARI,99kg,https://id.asiangames2018.id/athletes/athlete/SARWARI-Mansour-3024065/,Afghanistan,AFG,Kurash,Afghanistan,Badakhshan,191CM,03/30/1992,
MANSOUR SARWARI,99kg,https://id.asiangames2018.id/athletes/athlete/SARWARI-Mansour-3024065/,Afghanistan,AFG,Kurash,Afghanistan,Badakhshan,191CM,03/30/1992,
MOH ZAHER SARWARI,81kg,https://id.asiangames2018.id/athletes/athlete/SARWARI-Moh-Zaher-3023839/,Afghanistan,AFG,Judo,Afghanistan,1st Makroyan,188CM,03/21/1991,
AIGERIM SARYBAY,62kg,https://id.asiangames2018.id/athletes/athlete/SARYBAY-Aigerim-3028774/,Kazakhstan,KAZ,Anggar,Kazakhstan,,172CM,02/18/1997,
KOHEI SASAGAWA,86kg,https://id.asiangames2018.id/athletes/athlete/SASAGAWA-Kohei-3008648/,Japan,JPN,Bisbol ,Japan,IBARAKI,182CM,04/21/1994,
SHOTA SASAKI,64kg,https://id.asiangames2018.id/athletes/athlete/SASAKI-Shota-3024146/,Japan,JPN,Kano/Kayak Slalom,Japan,,165CM,01/10/1993,
TAKESHI SASAKI,81kg,https://id.asiangames2018.id/athletes/athlete/SASAKI-Takeshi-3025857/,Japan,JPN,Judo,Japan,,171CM,07/16/1996,
TOMOYUKI SASAKI,75kg,https://id.asiangames2018.id/athletes/athlete/SASAKI-Tomoyuki-3006017/,Japan,JPN,Boling,Japan,KANAGAWA,178CM,07/18/1986,
KENSUKE SASAOKA,52kg,https://id.asiangames2018.id/athletes/athlete/SASAOKA-Kensuke-3006717/,Japan,JPN,Skateboard,Japan,GIFU,152CM,03/13/1999,
Aneeshkumar Sasi Remakumari,78kg,https://id.asiangames2018.id/athletes/athlete/SASI-REMAKUMARI-Aneeshkumar-3018601/,India,IND,Polo Air,NA,,175CM,05/02/1988,
JATURONG SASIBUT,71kg,https://id.asiangames2018.id/athletes/athlete/SASIBUT-Jaturong-3004029/,Thailand,THA,Bridge,Thailand,BANGKOK,164CM,07/09/1978,
YUKA SASO,60kg,https://id.asiangames2018.id/athletes/athlete/SASO-Yuka-3016838/,Philippines,PHI,Golf,Philippines,SAN ILDEFONSO BULACAN,160CM,06/20/2001,
Marwane Sassi,80kg,https://id.asiangames2018.id/athletes/athlete/SASSI-Marwane-3003184/,Qatar,QAT,Bola Tangan,NA,,170CM,06/09/1995,
KATSUTOSHI SATAKE,74kg,https://id.asiangames2018.id/athletes/athlete/SATAKE-Katsutoshi-3001866/,Japan,JPN,Bisbol ,Japan,KAGAWA,169CM,10/14/1983,
GULSHANOI SATAROVA,46kg,https://id.asiangames2018.id/athletes/athlete/SATAROVA-Gulshanoi-3011949/,Kyrgyzstan,KGZ,Atletik,Kyrgyzstan,BISHKEK,160CM,09/01/1992,
DUANGTAVANE SATHATHONE,57kg,https://id.asiangames2018.id/athletes/athlete/SATHATHONE-Duangtavane-3030288/,Lao PDR,LAO,Tenis Meja,LaoPeoplesDemocraticRepublic,,168CM,07/20/1992,
MANITA SATHIANCHOKWISAN,55kg,https://id.asiangames2018.id/athletes/athlete/SATHIANCHOKWISAN-Manita-3022665/,Thailand,THA,Renang  ,Thailand,SI SA KET,174CM,03/13/2004,
Alwani Sathitanon,75kg,https://id.asiangames2018.id/athletes/athlete/SATHITANON-Alwani-3006406/,Thailand,THA,Polo Air,NA,,162CM,11/05/1998,
JARAN SATHOENGRAM,66kg,https://id.asiangames2018.id/athletes/athlete/SATHOENGRAM-Jaran-3001515/,Thailand,THA,Atletik,Thailand,BURI RAM,169CM,02/09/1993,
Aimurat Satkeyev,105kg,https://id.asiangames2018.id/athletes/athlete/SATKEYEV-Aimurat-3029283/,Kazakhstan,KAZ,Basket,NA,,200CM,01/09/1997,
AKIKO SATO,56kg,https://id.asiangames2018.id/athletes/athlete/SATO-Akiko-3008621/,Japan,JPN,Menembak,Japan,FUKUSHIMA,162CM,02/09/1984,
ASAHI SATO,72kg,https://id.asiangames2018.id/athletes/athlete/SATO-Asahi-3008652/,Japan,JPN,Bisbol ,Japan,IBARAKI,172CM,10/09/1992,
HIKARU SATO,75kg,https://id.asiangames2018.id/athletes/athlete/SATO-Hikaru-3024195/,Japan,JPN,Kano/Kayak Sprint,Japan,,173CM,09/30/1996,
MIYA SATO,62kg,https://id.asiangames2018.id/athletes/athlete/SATO-Miya-3005808/,Japan,JPN,Bola Voli,Japan,AKITA,175CM,03/07/1990,
RUIKA SATO,78kg,https://id.asiangames2018.id/athletes/athlete/SATO-Ruika-3025858/,Japan,JPN,Judo,Japan,,170CM,03/27/1992,
SAYAKA SATO,68kg,https://id.asiangames2018.id/athletes/athlete/SATO-Sayaka-3003591/,Japan,JPN,Bulutangkis,Japan,MIYAGI,171CM,03/29/1991,
SHUNICHIRO SATO,94kg,https://id.asiangames2018.id/athletes/athlete/SATO-Shunichiro-3025698/,Japan,JPN,Bola Voli,Japan,,204CM,05/17/2000,
Takuma Sato,90kg,https://id.asiangames2018.id/athletes/athlete/SATO-Takuma-3030472/,Japan,JPN,Basket,NA,,194CM,05/10/1995,
TSUBASA SATO,68kg,https://id.asiangames2018.id/athletes/athlete/SATO-Tsubasa-3005831/,Japan,JPN,Sepaktakraw,Japan,IWATE,175CM,02/18/1992,
YOSUKE SATO,88kg,https://id.asiangames2018.id/athletes/athlete/SATO-Yosuke-3008665/,Japan,JPN,Sambo,Japan,KUMAMOTO,174CM,01/07/1983,
YUKA SATO,55kg,https://id.asiangames2018.id/athletes/athlete/SATO-Yuka-3027125/,Japan,JPN,Triathlon,Japan,,172CM,01/18/1992,
YUKI SATO,68kg,https://id.asiangames2018.id/athletes/athlete/SATO-Yuki-3005810/,Japan,JPN,Sepaktakraw,Japan,CHIBA,179CM,12/16/1988,
YURI SATO,58kg,https://id.asiangames2018.id/athletes/athlete/SATO-Yuri-3006080/,Japan,JPN,Boling,Japan,KANAGAWA,156CM,10/01/1991,
DENNIS ARIADINATA SATRIANA,70kg,https://id.asiangames2018.id/athletes/athlete/SATRIANA-Dennis-Ariadinata-3020266/,Indonesia,INA,Anggar,Indonesia,,173CM,12/03/1992,
LUSIANA SATRIANI,50kg,https://id.asiangames2018.id/athletes/athlete/SATRIANI-Lusiana-3023811/,Indonesia,INA,Atletik,Indonesia,,159CM,09/06/1991,
NARISARA SATTA,69kg,https://id.asiangames2018.id/athletes/athlete/SATTA-Narisara-3011127/,Thailand,THA,Layar,Thailand,CHON BURI,158CM,05/25/1993,
MEHRAN SATTAR,-,https://id.asiangames2018.id/athletes/athlete/SATTAR-Mehran-3028806/,IR Iran,IRI,Ju-Jitsu,IslamicRepublicofIran,,-,04/02/1995,
ABDUL SATTAR ALI SATTI,88kg,https://id.asiangames2018.id/athletes/athlete/SATTI-Abdul-Sattar-Ali-3011961/,Pakistan,PAK,Menembak,Pakistan,RAWALPINDI,183CM,03/17/1976,
TEODORO SATURNINO COLI,58kg,https://id.asiangames2018.id/athletes/athlete/SATURNINO-COLI-Teodoro-3013092/,Timor Leste,TLS,Karate,TimorLeste,DILI,165CM,06/19/1989,
BACHIRAJU SATYANARAYANA,-,https://id.asiangames2018.id/athletes/athlete/SATYANARAYANA-Bachiraju-3030104/,India,IND,Bridge,India,,-,06/19/1960,
TILEK SATYBALDIEV,78kg,https://id.asiangames2018.id/athletes/athlete/SATYBALDIEV-Tilek-3000198/,Kyrgyzstan,KGZ,Kano/Kayak Sprint,Kyrgyzstan,BISHKEK,182CM,06/18/1997,
AHMED SAUD,77kg,https://id.asiangames2018.id/athletes/athlete/SAUD-Ahmed-3010178/,Kingdom of Saudi Arabia,KSA,Ju-Jitsu,KingdomofSaudiArabia,RIYADH,180CM,11/08/1988,
ALZAABI SAUD,65kg,https://id.asiangames2018.id/athletes/athlete/SAUD-Alzaabi-3000142/,United Arab Emirates,UAE,Atletik,UnitedArabEmirates,DUBAI,169CM,08/07/2018,
PARVEZ AHMED SAUD,86kg,https://id.asiangames2018.id/athletes/athlete/SAUD-Parvez-Ahmed-3005949/,India,IND,Boling,India,"CALCUTTA, WEST BENGAL",174CM,02/14/1979,
ZHAXYLYK SAUDABAYEV,-,https://id.asiangames2018.id/athletes/athlete/SAUDABAYEV-Zhaxylyk-3029766/,Kazakhstan,KAZ,Boling,Kazakhstan,,-,06/12/1976,
EMILIA EVA NATASHA SAUDIA,53kg,https://id.asiangames2018.id/athletes/athlete/SAUDIA-Emilia-Eva-Natasha-3010039/,Malaysia,MAS,Sepaktakraw,Malaysia,SABAH,167CM,05/15/1996,
DEEP SAUN,67kg,https://id.asiangames2018.id/athletes/athlete/SAUN-Deep-3014456/,Nepal,NEP,Tenis Meja,Nepal,KATHMANDU,170CM,12/31/1988,
MUHAMMAD RIFALDI SAURI,66kg,https://id.asiangames2018.id/athletes/athlete/SAURI-Muhammad-Rifaldi-3022455/,Indonesia,INA,Rugby 7,Indonesia,,169CM,12/25/1995,
VILASITH SAVATH,83kg,https://id.asiangames2018.id/athletes/athlete/SAVATH-Vilasith-3015224/,Lao PDR,LAO,Paralayang,LaoPeoplesDemocraticRepublic,VIENTIANE,185CM,10/11/1985,
ARTYOM SAVATYUGIN,82kg,https://id.asiangames2018.id/athletes/athlete/SAVATYUGIN-Artyom-3001563/,Uzbekistan,UZB,Bulutangkis,Uzbekistan,,189CM,07/09/1994,
DANIIL SAVCHENKO,72kg,https://id.asiangames2018.id/athletes/athlete/SAVCHENKO-Daniil-3021323/,Kazakhstan,KAZ,Dayung,Kazakhstan,,180CM,11/03/1998,
 SAVITA,60kg,https://id.asiangames2018.id/athletes/athlete/SAVITA-3000548/,India,IND,Hoki,India,"SIRSA, HARYANA",171CM,07/11/1990,
SANTI APRIYANI SAVITRI,46kg,https://id.asiangames2018.id/athletes/athlete/SAVITRI-Santi-Apriyani-3017585/,Indonesia,INA,Ju-Jitsu,Indonesia,,154CM,12/04/1992,
JIA NING DEBORAH SAW,55kg,https://id.asiangames2018.id/athletes/athlete/SAW-Jia-Ning-Deborah-3008316/,Singapore,SGP,Kano/Kayak Sprint,Singapore,SINGAPORE,163CM,09/04/1992,
KOOI SHENG SAW,75kg,https://id.asiangames2018.id/athletes/athlete/SAW-Kooi-Sheng-3012294/,Malaysia,MAS,Kano/Kayak Sprint,Malaysia,PULAU PINANG,176CM,12/17/1984,
KEITARO SAWADA,79kg,https://id.asiangames2018.id/athletes/athlete/SAWADA-Keitaro-3003059/,Japan,JPN,Balap Sepeda Trek,Japan,MIYAGI,187CM,01/21/1998,
TOKI SAWADA,62kg,https://id.asiangames2018.id/athletes/athlete/SAWADA-Toki-3025478/,Japan,JPN,Balap Sepeda Gunung,Japan,,174CM,01/12/1994,
MANANCHAYA SAWANGKAEW,54kg,https://id.asiangames2018.id/athletes/athlete/SAWANGKAEW-Mananchaya-3004728/,Thailand,THA,Tenis,Thailand,SING BURI,162CM,07/10/2002,
SIRAVIT SAWANGSRI,57kg,https://id.asiangames2018.id/athletes/athlete/SAWANGSRI-Siravit-3014392/,Thailand,THA,Karate,Thailand,SUKHOTHAI,166CM,12/08/1994,
 SAWARN SINGH,84kg,https://id.asiangames2018.id/athletes/athlete/SAWARN-SINGH-3007092/,India,IND,Dayung,India,DALELWALA MANSA,187CM,02/20/1990,
Nithipol Sawathavorn,80kg,https://id.asiangames2018.id/athletes/athlete/SAWATHAVORN-Nithipol-3021567/,Thailand,THA,Basket,NA,,187CM,06/10/1995,
Nithipol Sawathavorn,80kg,https://id.asiangames2018.id/athletes/athlete/SAWATHAVORN-Nithipol-3021567/,Thailand,THA,Basket,NA,,187CM,06/10/1995,
TIDARAT SAWATNAM,52kg,https://id.asiangames2018.id/athletes/athlete/SAWATNAM-Tidarat-3007906/,Thailand,THA,Rugby 7,Thailand,BANGKOK,155CM,10/13/1990,
Pornnutcha Sawatong,60kg,https://id.asiangames2018.id/athletes/athlete/SAWATONG-Pornnutcha-3022308/,Thailand,THA,Basket,NA,,165CM,04/20/1993,
RAMNARONG SAWEKWIHAREE,58kg,https://id.asiangames2018.id/athletes/athlete/SAWEKWIHAREE-Ramnarong-3020976/,Thailand,THA,Taekwondo,Thailand,BANGKOK,171CM,12/18/1996,
JINNIPA SAWETTABUT,65kg,https://id.asiangames2018.id/athletes/athlete/SAWETTABUT-Jinnipa-3002397/,Thailand,THA,Tenis Meja,Thailand,RANONG,167CM,05/19/2000,
SUTHASINI SAWETTABUT,63kg,https://id.asiangames2018.id/athletes/athlete/SAWETTABUT-Suthasini-3002398/,Thailand,THA,Tenis Meja,Thailand,YALA,168CM,12/09/1994,
THORNTON QUIENEY LOU SAYAN,58kg,https://id.asiangames2018.id/athletes/athlete/SAYAN-Thornton-Quieney-Lou-3006438/,Philippines,PHI,Wushu,Philippines,LA TRINIDAD BENGUET,153CM,08/10/1991,
MUSTAFA SAYED,100kg,https://id.asiangames2018.id/athletes/athlete/SAYED-Mustafa-3024622/,Afghanistan,AFG,Rugby 7,Afghanistan,Helmand,188CM,05/01/1985,
MD ABU SAYED NIPPON,72kg,https://id.asiangames2018.id/athletes/athlete/SAYED-NIPPON-Md-Abu-3011569/,Bangladesh,BAN,Hoki,Bangladesh,MEHERPUR,178CM,11/15/1994,
SADRIDDIN SAYMATOV,60kg,https://id.asiangames2018.id/athletes/athlete/SAYMATOV-Sadriddin-3003324/,Uzbekistan,UZB,Karate,Uzbekistan,,167CM,07/28/1997,
MAYADA SAYYAD,58kg,https://id.asiangames2018.id/athletes/athlete/SAYYAD-Mayada-3004634/,Palestine,PLE,Atletik,Germany,RAMALLAH ,160CM,10/26/1992,
NAJMEH SAZANJIAN,70kg,https://id.asiangames2018.id/athletes/athlete/SAZANJIAN-Najmeh-3000559/,IR Iran,IRI,Anggar,IslamicRepublicofIran,,176CM,03/25/1996,
NATALYA SAZONTOVA,63kg,https://id.asiangames2018.id/athletes/athlete/SAZONTOVA-Natalya-3021256/,Kazakhstan,KAZ,Hoki,Kazakhstan,,175CM,04/23/1985,
AZIZA SBAITY,65kg,https://id.asiangames2018.id/athletes/athlete/SBAITY-Aziza-3006633/,Lebanon,LBN,Atletik,Liberia,,171CM,11/17/1991,
Avi Koki Schafer,108kg,https://id.asiangames2018.id/athletes/athlete/SCHAFER-Avi-Koki-3023876/,Japan,JPN,Basket,NA,,205CM,01/28/1998,
JOSEPH ISAAC SCHOOLING,78kg,https://id.asiangames2018.id/athletes/athlete/SCHOOLING-Joseph-Isaac-3004548/,Singapore,SGP,Renang  ,Singapore,SINGAPORE,184CM,06/16/1995,
VICTOR SCVORTOV,72kg,https://id.asiangames2018.id/athletes/athlete/SCVORTOV-Victor-3022736/,United Arab Emirates,UAE,Judo,RepublicofMoldova,MDA,175CM,03/30/1988,
CHUI LAI SEAK,52kg,https://id.asiangames2018.id/athletes/athlete/SEAK-Chui-Lai-3015134/,Malaysia,MAS,Kano/Kayak Sprint,Malaysia,KUALA LUMPUR,164CM,05/31/1979,
SORN SEAVMEY,73kg,https://id.asiangames2018.id/athletes/athlete/SEAVMEY-Sorn-3004272/,Cambodia,CAM,Taekwondo,Cambodia,PHNOM PENH,183CM,09/14/1996,
GOLNOUSH SEBGHATOLLAHI,-,https://id.asiangames2018.id/athletes/athlete/SEBGHATOLLAHI-Golnoush-3022370/,IR Iran,IRI,Menembak,IslamicRepublicofIran,,-,12/20/1990,
MAHYAR SEDAGHAT,-,https://id.asiangames2018.id/athletes/athlete/SEDAGHAT-Mahyar-3022330/,IR Iran,IRI,Menembak,IslamicRepublicofIran,,-,04/18/1996,
VINYA SEECHOMCHUEN,82kg,https://id.asiangames2018.id/athletes/athlete/SEECHOMCHUEN-Vinya-3015943/,Thailand,THA,Kano/Kayak Sprint,Thailand,KHON KAEN,174CM,07/18/1980,
NICHAKAN SEESAI,52kg,https://id.asiangames2018.id/athletes/athlete/SEESAI-Nichakan-3017085/,Thailand,THA,Kurash,Thailand,NAKHON NAYOK,153CM,09/11/1994,
SUDAPORN SEESONDEE,60kg,https://id.asiangames2018.id/athletes/athlete/SEESONDEE-Sudaporn-3015859/,Thailand,THA,Tinju,Thailand,NAKHON RATCHASIMA,162CM,10/04/1991,
CHOON CHENG SEET,75kg,https://id.asiangames2018.id/athletes/athlete/SEET-Choon-Cheng-3007006/,Singapore,SGP,Bridge,Singapore,SINGAPORE,159CM,09/18/1965,
ERNIS SEFITA,48kg,https://id.asiangames2018.id/athletes/athlete/SEFITA-Ernis-3018972/,Indonesia,INA,Bridge,Indonesia,,165CM,09/30/1993,
FUKA SEGA,50kg,https://id.asiangames2018.id/athletes/athlete/SEGA-Fuka-3027126/,Japan,JPN,Triathlon,Japan,,161CM,12/08/1998,
KAZUMASA SEGAWA,81kg,https://id.asiangames2018.id/athletes/athlete/SEGAWA-Kazumasa-3025992/,Japan,JPN,Layar,Japan,,179CM,08/24/1989,
MAHO SEGAWA,53kg,https://id.asiangames2018.id/athletes/athlete/SEGAWA-Maho-3025669/,Japan,JPN,Hoki,Japan,,161CM,06/23/1996,
SAJJAD GHANIM SEHEN SEHEN,73kg,https://id.asiangames2018.id/athletes/athlete/SEHEN-Sajjad-Ghanim-Sehen-3000188/,Iraq,IRQ,Judo,Iraq,KARBALA,185CM,03/08/1996,
NURZHAN SEIDUALI,56kg,https://id.asiangames2018.id/athletes/athlete/SEIDUALI-Nurzhan-3029363/,Kazakhstan,KAZ,Ju-Jitsu,Kazakhstan,,170CM,09/02/1993,
MUNARBEK SEIITBEK UULU,60kg,https://id.asiangames2018.id/athletes/athlete/SEIITBEK-UULU-Munarbek-3009227/,Kyrgyzstan,KGZ,Tinju,Kyrgyzstan,OSH,168CM,01/01/1996,
BEKNAZAR SEIITOV,55kg,https://id.asiangames2018.id/athletes/athlete/SEIITOV-Beknazar-3007292/,Kyrgyzstan,KGZ,Pencak Silat,Kyrgyzstan,BISHKEK,172CM,03/12/1997,
POPO ARIYO SEJATI,62kg,https://id.asiangames2018.id/athletes/athlete/SEJATI-Popo-Ariyo-3019883/,Indonesia,INA,Balap Sepeda Gunung,Indonesia,,170CM,07/24/1986,
SANDEEP SEJWAL,84kg,https://id.asiangames2018.id/athletes/athlete/SEJWAL-Sandeep-3016177/,India,IND,Renang  ,India,DELHI,183CM,01/23/1989,
JEGAN SEKAR,71kg,https://id.asiangames2018.id/athletes/athlete/SEKAR-Jegan-3007131/,India,IND,Dayung,India,MADRAS,189CM,04/05/1991,
Nanda Kumar Sekar,63kg,https://id.asiangames2018.id/athletes/athlete/SEKAR-Nanda-Kumar-3003731/,India,IND,Sepak Bola,NA,,176CM,12/20/1995,
GANEMAT SEKHON,78kg,https://id.asiangames2018.id/athletes/athlete/SEKHON-Ganemat-3014610/,India,IND,Menembak,India,CHANDIGARH,170CM,11/29/2000,
HARSHVEER SINGH SEKHON,80kg,https://id.asiangames2018.id/athletes/athlete/SEKHON-Harshveer-Singh-3010920/,India,IND,Sepatu Roda,India,"TOWN LUDHIANA, PUNJAB",182CM,01/17/1998,
NODOKA SEKO,49kg,https://id.asiangames2018.id/athletes/athlete/SEKO-Nodoka-3026669/,Japan,JPN,Atletik,Japan,,154CM,07/28/1991,
JOHN PAUL SELENCIO,55kg,https://id.asiangames2018.id/athletes/athlete/SELENCIO-John-Paul-3013840/,Philippines,PHI,Kano/Kayak Sprint,Philippines,SAN PASCUAL MBT,159CM,05/30/1997,
PREM KUMAR SELVAM,68kg,https://id.asiangames2018.id/athletes/athlete/SELVAM-Prem-Kumar-3007670/,Malaysia,MAS,Karate,Malaysia,WP KUALA LUMPUR,160CM,01/10/1994,
ALBERT RAJ SELVARAJ,72kg,https://id.asiangames2018.id/athletes/athlete/SELVARAJ-Albert-Raj-3003287/,India,IND,Kano/Kayak Sprint,India,"OZHLIPARAI, TAMILNADU",180CM,05/10/1991,
HEKA MAYA SARI BR SEMBIRING,52kg,https://id.asiangames2018.id/athletes/athlete/SEMBIRING-Heka-Maya-Sari-Br-3017520/,Indonesia,INA,Kurash,Indonesia,,159CM,11/19/1989,
ISHARA SAMPATH RATHNAPALA SEMBU KUTTIGE,76kg,https://id.asiangames2018.id/athletes/athlete/SEMBU-KUTTIGE-Ishara-Sampath-R-3013412/,Sri Lanka,SRI,Kabaddi,SriLanka,Polonnaruwa,180CM,11/05/1993,
ANTHONY PAUL SEMERAD,97kg,https://id.asiangames2018.id/athletes/athlete/SEMERAD-Anthony-Paul-3029602/,Philippines,PHI,Basket,Australia,,193CM,04/25/1991,
ORAPA SENATHAM,62kg,https://id.asiangames2018.id/athletes/athlete/SENATHAM-Orapa-3019252/,Thailand,THA,Ju-Jitsu,Thailand,PHRAE,162CM,05/03/1992,
ORAPIN SENATHAM,63kg,https://id.asiangames2018.id/athletes/athlete/SENATHAM-Orapin-3009772/,Thailand,THA,Judo,Thailand,PHRAE,164CM,05/03/1992,
ANIKA CHLOE SENEVIRATNE,52kg,https://id.asiangames2018.id/athletes/athlete/SENEVIRATNE-Anika-Chloe-3022327/,Sri Lanka,SRI,Tenis,SriLanka,COLOMBO,160CM,02/23/2002,
BEE SENGSOULIN,55kg,https://id.asiangames2018.id/athletes/athlete/SENGSOULIN-Bee-3010118/,Lao PDR,LAO,Bisbol ,LaoPeoplesDemocraticRepublic,CHAMPASAK Province,160CM,05/16/2000,
Pushpa Senthil Kumar,64kg,https://id.asiangames2018.id/athletes/athlete/SENTHIL-KUMAR-Pushpa-3001846/,India,IND,Basket,NA,,177CM,09/18/2001,
BOHEE SEO,68kg,https://id.asiangames2018.id/athletes/athlete/SEO-Bohee-3014921/,Korea,KOR,Rugby 7,Korea,,167CM,09/15/1992,
GOEUN SEO,45kg,https://id.asiangames2018.id/athletes/athlete/SEO-Goeun-3017303/,Korea,KOR,Senam Ritmik,Korea,,163CM,12/29/2001,
HEEJU SEO,53kg,https://id.asiangames2018.id/athletes/athlete/SEO-Heeju-3013804/,Korea,KOR,Wushu,Korea,,163CM,11/18/1993,
HEESEONG SEO,78kg,https://id.asiangames2018.id/athletes/athlete/SEO-Heeseong-3013805/,Korea,KOR,Wushu,Korea,,177CM,03/18/1996,
HUIYEOP SEO,105kg,https://id.asiangames2018.id/athletes/athlete/SEO-Huiyeop-3013950/,Korea,KOR,Angkat Besi,Korea,,180CM,02/29/1992,
Hyeonho Seo,81kg,https://id.asiangames2018.id/athletes/athlete/SEO-Hyeonho-3012953/,Korea,KOR,Bola Tangan,NA,,182CM,01/07/1998,
INWOO SEO,70kg,https://id.asiangames2018.id/athletes/athlete/SEO-Inwoo-3016489/,Korea,KOR,Hoki,Korea,,177CM,10/01/1992,
JAEDUCK SEO,94kg,https://id.asiangames2018.id/athletes/athlete/SEO-Jaeduck-3015096/,Korea,KOR,Bola Voli,Korea,,194CM,07/21/1989,
JOONYONG SEO,65kg,https://id.asiangames2018.id/athletes/athlete/SEO-Joonyong-3012995/,Korea,KOR,Balap Sepeda Jalan Raya,Korea,,174CM,03/14/1988,
MINSUK SEO,83kg,https://id.asiangames2018.id/athletes/athlete/SEO-Minsuk-3016496/,Korea,KOR,Renang  ,Korea,,185CM,04/02/1990,
SEUNGJAE SEO,68kg,https://id.asiangames2018.id/athletes/athlete/SEO-Seungjae-3012192/,Korea,KOR,Bulutangkis,Korea,,184CM,09/04/1997,
YOUNGKIL SEO,60kg,https://id.asiangames2018.id/athletes/athlete/SEO-Youngkil-3014175/,Korea,KOR,Layar,Korea,,175CM,11/02/1997,
HYEYUN SEOK,82kg,https://id.asiangames2018.id/athletes/athlete/SEOK-Hyeyun-3028161/,Korea,KOR,Balap Sepeda Trek,Korea,,174CM,06/09/1996,
